SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
540544,PSPPROJECT  ,A ,Q,415.60,422.95,412.65,413.70,413.90,413.30,220,2950,1228499.00,
540545,BGJL        ,B ,Q,25.60,25.60,25.60,25.60,25.60,26.10,22,402,10291.00,
540552,AXISAEGPG   ,B ,Q,14.89,14.89,13.50,14.89,14.89,14.40,4,109,1614.00,
540565,INDIGRID    ,IF,Q,126.99,126.99,126.40,126.55,126.40,126.45,8,13608,1725188.00,
540570,VARIMAN     ,XT,Q,35.80,35.80,34.00,34.00,34.00,34.15,11,1690,58277.00,
540575,STARCEMENT  ,A ,Q,102.00,102.00,99.80,100.10,100.35,101.15,538,7195,722132.00,
540590,RIDDHICORP  ,T ,Q,165.60,165.60,165.60,165.60,165.60,165.60,1,1,165.00,
540595,TEJASNET    ,A ,Q,185.00,188.25,179.55,188.25,188.25,179.30,1253,50658,9352852.00,
540596,ERIS        ,A ,Q,607.00,607.50,589.00,601.60,600.00,598.05,517,5639,3384844.00,
540602,GTPL        ,B ,Q,137.80,139.35,134.75,136.15,136.90,135.95,305,4696,642825.00,
540611,AUBANK      ,A ,Q,952.00,967.50,935.90,957.00,957.00,942.00,3726,107137,101986102.00,
540612,ICICILOVOL  ,B ,Q,118.93,119.42,118.47,119.42,119.42,118.20,9,20,2383.00,
540613,GEL         ,M ,Q,23.50,23.50,23.50,23.50,23.50,23.20,1,12000,282000.00,
540614,GGENG       ,B ,Q,110.00,110.95,104.50,107.05,108.00,107.85,220,41816,4482095.00,
540615,7NR         ,B ,Q,5.70,6.50,5.70,6.12,6.33,6.25,81,13847,84130.00,
540621,BHAGYAPROP  ,B ,Q,26.75,27.15,26.10,26.85,26.40,25.95,20,1443,38544.00,
540642,SALASAR     ,B ,Q,505.00,515.00,490.10,508.45,515.00,496.65,247,8039,4009534.00,
540647,GANGESSEC   ,B ,Q,80.00,80.00,70.90,72.80,72.80,73.40,108,4428,333024.00,
540648,PALASHSEC   ,B ,Q,54.50,59.15,54.50,55.10,55.10,56.45,3,203,11223.00,
540649,AVADHSUGAR  ,B ,Q,306.70,308.20,291.00,302.55,302.55,307.00,1240,25820,7728956.00,
540650,MAGADHSUGAR ,B ,Q,168.95,168.95,153.10,164.00,162.00,168.45,1075,34597,5521644.00,
540653,SINTEXPLAST ,B ,Q,3.32,3.32,3.15,3.17,3.17,3.18,277,480581,1523081.00,
540654,GSTL        ,B ,Q,61.00,61.85,59.90,60.00,59.95,60.60,44,6955,420502.00,
540669,UTINEXT50   ,B ,Q,36.60,36.60,36.10,36.10,36.10,36.01,12,260,9403.00,
540673,SIS         ,A ,Q,370.50,373.30,367.25,371.50,371.50,370.50,1069,18490,6846736.00,
540678,COCHINSHIP  ,A ,Q,376.65,380.10,373.00,374.55,374.15,372.15,517,12187,4581101.00,
540679,SMSLIFE     ,B ,Q,606.35,612.25,588.95,591.95,595.85,605.60,172,1009,604171.00,
540680,KIOCL       ,B ,Q,164.85,170.20,164.70,165.65,165.00,166.25,998,20773,3483062.00,
540686,SMRUTHIORG  ,X ,Q,247.75,247.75,234.80,234.80,234.80,239.95,100,10689,2569638.00,
540691,ABCAPITAL   ,A ,Q,114.25,118.45,113.70,116.10,116.10,114.25,3683,480076,55374825.00,
540692,APEX        ,A ,Q,238.00,248.00,231.70,242.35,242.35,230.40,963,22240,5265970.00,
540693,SHISHIND    ,T ,Q,71.10,74.65,68.00,70.95,70.95,71.10,36,5076,347454.00,
540696,KCDGROUP    ,XT,Q,45.25,45.25,45.25,45.25,45.25,47.60,1,10,452.00,
540697,AMFL        ,XT,Q,1.64,1.64,1.51,1.52,1.51,1.58,59,33560,51636.00,
540699,DIXON       ,A ,Q,4169.80,4183.45,4106.45,4118.50,4118.50,4114.25,1159,5806,24043150.00,
540700,BRNL        ,B ,Q,28.55,28.90,27.10,28.80,28.65,28.25,312,9415,265617.00,
540701,DCAL        ,A ,Q,163.00,183.60,163.00,180.00,180.00,162.25,4850,296642,51527345.00,
540702,LASA        ,B ,Q,78.60,80.80,77.25,77.70,78.45,77.30,1199,164157,12953383.00,
540703,PROVESTSER  ,X ,Q,8.55,8.55,8.13,8.13,8.13,8.55,6,1704,13939.00,
540704,MATRIMONY   ,B ,Q,958.10,963.00,930.00,934.90,934.90,956.25,240,1602,1512999.00,
540709,RELHOME     ,B ,Q,2.62,2.77,2.59,2.70,2.70,2.64,294,295212,791067.00,
540710,CAPACITE    ,B ,Q,187.00,191.00,184.05,187.25,187.55,187.70,233,3431,644108.00,
540716,ICICIGI     ,A ,Q,1455.00,1482.35,1450.00,1453.05,1450.00,1452.45,1705,16605,24326200.00,
540719,SBILIFE     ,A ,Q,977.05,982.35,961.95,969.30,967.55,972.70,2564,61991,60073724.00,
540724,DIAMONDYD   ,A ,Q,560.55,560.55,547.95,554.10,550.35,554.95,111,673,372955.00,
540725,SISL        ,B ,Q,388.85,390.20,375.20,380.50,379.00,390.00,438,3166,1217919.00,
540726,TTFL        ,T ,Q,26.75,26.80,25.50,26.25,26.25,26.80,22,1247,32416.00,
540727,POOJA       ,M ,Q,25.40,25.40,25.40,25.40,25.40,25.30,1,12000,304800.00,
540728,SAYAJIIND   ,X ,Q,178.50,178.50,178.50,178.50,178.50,180.00,3,201,35878.00,
540729,VANTABIO    ,M ,Q,160.00,160.00,160.00,160.00,160.00,161.00,1,750,120000.00,
540730,MEHAI       ,B ,Q,66.60,69.30,66.60,67.20,66.60,68.60,83,20110,1361729.00,
540735,IRIS        ,M ,Q,45.75,45.75,45.00,45.40,45.00,45.50,2,8000,363000.00,
540737,SGRL        ,B ,Q,299.00,299.00,282.20,285.40,286.70,285.80,296,6267,1809311.00,
540743,GODREJAGRO  ,A ,Q,522.00,522.00,508.00,511.65,509.50,517.45,837,11929,6109656.00,
540744,MESCON      ,XT,Q,10.45,10.98,10.22,10.75,10.80,10.58,57,9556,99489.00,
540749,MASFIN      ,A ,Q,805.45,825.30,805.45,815.15,818.65,798.90,60,209,169866.00,
540750,IEX         ,A ,Q,386.65,406.00,385.10,394.95,394.95,386.45,8077,378688,150106919.00,
540755,GICRE       ,A ,Q,209.80,209.80,203.35,204.60,205.00,205.65,633,18517,3809902.00,
540757,SCPL        ,M ,Q,131.15,134.50,129.65,131.50,131.50,130.00,15,12000,1570240.00,
540762,TIINDIA     ,A ,Q,1243.15,1246.75,1203.75,1224.35,1232.00,1246.05,337,2085,2543723.00,
540767,NAM-INDIA   ,A ,Q,340.25,347.10,334.65,344.45,345.45,339.10,1591,56649,19465617.00,
540768,MAHLOG      ,A ,Q,520.00,540.00,520.00,536.15,540.00,515.25,374,4753,2527316.00,
540769,NIACL       ,A ,Q,157.00,157.00,151.60,152.45,152.80,154.35,1235,42341,6483415.00,
540774,IFGLEXPOR   ,B ,Q,381.25,387.15,375.00,380.20,382.40,379.45,346,8378,3191499.00,
540775,KHADIM      ,B ,Q,143.15,154.55,142.80,148.85,148.60,140.00,1029,21991,3300683.00,
540776,5PAISA      ,B ,Q,341.00,373.00,333.75,368.50,368.50,339.10,981,23639,8586645.00,
540777,HDFCLIFE    ,A ,Q,672.80,680.00,668.85,671.60,671.60,674.05,1853,48675,32766152.00,
540787,ICICIB22    ,B ,Q,35.90,36.19,35.85,36.08,36.09,35.90,466,50249,1808941.00,
540789,DNAMEDIA    ,B ,Q,1.22,1.22,1.22,1.22,1.22,1.17,26,24275,29615.00,
540795,DYNAMIC     ,B ,Q,29.95,30.00,27.70,28.00,28.45,28.75,150,28529,816322.00,
540797,SHALBY      ,B ,Q,136.90,138.90,126.40,134.30,134.30,138.45,2052,121515,16429864.00,
540798,FSC         ,A ,Q,70.80,72.80,70.80,71.10,71.00,74.50,517,25159,1796081.00,
540811,DML         ,M ,Q,10.05,10.05,10.05,10.05,10.05,10.04,1,10000,100500.00,
540823,VITESSE     ,XT,Q,34.25,34.25,31.60,31.60,31.60,33.25,14,236,7471.00,
540824,ASTRON      ,B ,Q,42.80,42.80,40.40,40.55,40.55,40.90,66,2030,82825.00,
540829,CHANDRIMA   ,XT,Q,3.78,3.78,3.42,3.77,3.77,3.60,33,3165,11114.00,
540850,JFL         ,M ,Q,7.65,7.65,7.65,7.65,7.65,8.04,1,2000,15300.00,
540861,IPRU3018    ,B ,Q,12.34,12.98,12.34,12.98,12.98,12.51,4,7001,86937.00,
540879,APOLLO      ,B ,Q,107.00,107.60,105.15,105.65,105.40,106.75,785,15285,1620868.00,
540900,NEWGEN      ,A ,Q,338.00,347.95,327.25,339.70,339.70,326.40,1239,27638,9346448.00,
540901,PRAXIS      ,B ,Q,34.00,36.30,34.00,35.80,36.25,34.65,16,2131,75859.00,
540902,AMBER       ,A ,Q,3054.45,3087.00,3041.85,3054.00,3050.15,3044.55,883,3435,10524405.00,
540923,AML         ,M ,Q,3.45,3.45,3.45,3.45,3.45,3.63,8,72000,248400.00,
540935,GALAXYSURF  ,A ,Q,2957.90,2991.00,2852.00,2875.20,2880.00,2890.85,843,4062,11788322.00,
540936,GGL         ,B ,Q,18.90,18.90,18.90,18.90,18.90,19.25,16,439,8297.00,
540937,MEDICO      ,M ,Q,130.00,130.00,128.00,130.00,130.00,120.00,4,4800,619200.00,
540954,IWP         ,X ,Q,33.15,34.75,32.95,33.05,34.40,33.10,84,33884,1157737.00,
540955,TDSL        ,B ,Q,28.00,28.00,25.05,26.35,25.75,26.30,50,14997,403171.00,
540961,SHIVAMILLS  ,B ,Q,46.85,48.05,45.95,46.25,45.95,46.60,28,4025,190838.00,
540975,ASTERDM     ,A ,Q,152.50,156.10,151.15,152.20,152.20,151.80,1226,76140,11687487.00,
540980,YSL         ,XT,Q,15330.00,15330.00,15330.00,15330.00,15330.00,14600.00,2,2,30660.00,
541005,KANCOTEA    ,X ,Q,47.90,47.90,43.65,45.00,45.00,45.00,40,427,19454.00,
541019,HGINFRA     ,A ,Q,297.00,297.00,280.95,282.45,282.45,285.75,564,9107,2582589.00,
541083,INFLAME     ,M ,Q,175.00,176.05,175.00,176.00,176.00,184.00,6,22000,3871050.00,
541092,ABSLRIF6RG  ,B ,Q,8.61,8.85,8.61,8.62,8.62,8.39,6,2027,17697.00,
541096,BPLPHARMA   ,XT,Q,386.20,397.95,386.20,394.25,392.00,386.40,48,1301,510749.00,
541097,LIQUIDETF   ,F ,Q,1000.01,1000.01,999.99,999.99,1000.00,999.99,55,17615,17614895.00,
541143,BDL         ,A ,Q,339.90,339.90,332.50,334.50,335.20,334.85,194,3019,1009434.00,
541153,BANDHANBNK  ,A ,Q,314.40,314.40,293.15,294.65,294.65,311.45,35482,1496408,449389286.00,
541154,HAL         ,A ,Q,974.80,974.80,956.05,957.85,959.20,968.60,1298,9307,8944822.00,
541161,KARDA       ,B ,Q,118.75,123.90,117.20,123.90,123.90,118.00,281,8881,1084137.00,
541163,SANDHAR     ,B ,Q,188.60,191.60,186.60,188.80,188.60,186.85,286,2243,424520.00,
541167,YASHO       ,T ,Q,405.00,407.45,395.00,399.20,400.00,402.00,176,2558,1028532.00,
541179,ISEC        ,A ,Q,474.90,488.60,468.60,485.90,485.90,468.50,3617,112065,53787494.00,
541195,MIDHANI     ,A ,Q,183.30,197.80,183.30,195.65,195.65,183.95,3317,237333,46179118.00,
541228,TRL         ,M ,Q,8.21,8.21,8.21,8.21,8.21,6.85,2,8000,65680.00,
541233,LEMONTREE   ,A ,Q,36.00,36.00,34.50,35.65,35.65,35.60,1423,144078,5079459.00,
541256,IPRU3081    ,F ,Q,11.81,12.40,11.81,12.40,12.40,12.10,2,1000,12105.00,
541257,IPRU3082    ,F ,Q,12.50,12.50,12.50,12.50,12.50,13.00,1,1980,24750.00,
541269,CHEMFABALKA ,B ,Q,145.95,151.00,145.80,151.00,151.00,146.10,43,1704,251545.00,
541299,DLCL        ,M ,Q,23.30,23.70,23.30,23.70,23.70,24.45,2,8000,188000.00,
541301,ORIENTELEC  ,A ,Q,272.65,277.90,271.75,275.80,275.80,272.65,307,10786,2970048.00,
541313,ICICI500    ,B ,Q,204.00,207.18,203.00,204.81,204.80,203.00,27,105,21651.00,
541336,INDOSTAR    ,A ,Q,302.10,311.35,301.15,302.10,302.10,304.00,182,1550,468397.00,
541337,MILEFUR     ,M ,Q,11.76,11.76,11.76,11.76,11.76,11.20,1,3000,35280.00,
541347,PARVATI     ,X ,Q,2.66,2.66,2.66,2.66,2.66,2.54,12,13762,36606.00,
541353,INNOVATORS  ,M ,Q,37.05,37.05,36.75,36.75,36.75,38.00,4,6400,236320.00,
541400,ZIMLAB      ,X ,Q,89.90,89.90,82.55,86.45,86.45,83.75,71,1895,163306.00,
541402,AFFORDABLE  ,M ,Q,100.10,102.60,100.10,101.15,101.15,102.80,3,4800,486160.00,
541403,DOLLAR      ,A ,Q,251.55,252.50,242.00,244.30,242.25,252.60,273,3014,743166.00,
541444,PALMJEWELS  ,B ,Q,77.85,77.90,75.00,77.65,77.65,75.90,404,102230,7856636.00,
541445,WAA         ,M ,Q,41.00,44.85,40.95,44.00,44.00,43.10,39,65600,2712720.00,
541450,ADANIGREEN  ,A ,Q,1089.95,1108.00,1072.00,1099.00,1099.00,1065.85,9460,108507,118247291.00,
541503,UNICK       ,XT,Q,28.25,28.80,28.25,28.80,28.80,28.55,6,540,15546.00,
541540,SOLARA      ,A ,Q,1610.80,1685.00,1575.65,1640.85,1640.85,1610.80,2448,24845,40888135.00,
541546,GAYAHWS     ,B ,Q,0.55,0.55,0.55,0.55,0.55,0.55,3,694,381.00,
541556,RITES       ,A ,Q,240.50,240.50,237.70,239.15,239.75,237.70,660,13751,3281768.00,
541557,FINEORG     ,A ,Q,2919.00,3120.00,2866.35,3029.85,3029.85,2891.75,3093,16279,49031755.00,
541578,VARROC      ,A ,Q,376.45,388.30,372.30,383.95,383.95,375.05,277,3907,1491677.00,
541627,HITECHWIND  ,XT,Q,7.49,7.49,7.14,7.49,7.49,7.14,580,352480,2636343.00,
541678,TVF1G       ,B ,Q,11.51,11.51,11.51,11.51,11.51,11.15,1,2500,28775.00,
541700,TCNSBRANDS  ,A ,Q,519.65,522.95,490.00,498.10,501.00,511.20,298,1990,1003192.00,
541702,ASHNI       ,XT,Q,4.70,5.13,4.66,5.13,5.13,4.90,24,14479,67503.00,
541729,HDFCAMC     ,A ,Q,2749.00,2766.85,2725.05,2734.50,2734.50,2728.55,963,10031,27494427.00,
541735,VIVANTA     ,X ,Q,7.67,7.67,7.67,7.67,7.67,7.31,2,375,2876.00,
541741,TINNATFL    ,X ,Q,14.60,14.60,14.60,14.60,14.60,13.91,5,749,10935.00,
541770,CREDITACC   ,A ,Q,601.00,622.00,601.00,608.50,608.00,600.70,721,7420,4561244.00,
541771,AMINTAN     ,X ,Q,0.83,0.87,0.79,0.85,0.87,0.81,59,57234,47411.00,
541778,DEEP        ,B ,Q,68.00,69.90,63.00,63.60,65.50,65.45,74,3236,210000.00,
541804,IPRU3168    ,B ,Q,10.60,10.60,10.60,10.60,10.60,10.77,1,1000,10600.00,
541809,ICICINXT50  ,B ,Q,36.70,36.70,35.95,36.22,36.29,36.03,16,217,7885.00,
541865,ASRL        ,B ,Q,53.85,53.85,51.00,53.50,53.50,51.15,23,7103,371476.00,
541890,SPACEINCUBA ,XT,Q,0.86,0.86,0.84,0.84,0.84,0.85,23,4437,3736.00,
541946,ICICILIQ    ,F ,Q,1000.00,1000.00,1000.00,1000.00,1000.00,1000.00,68,6095,6095000.00,
541956,IRCON       ,A ,Q,87.85,88.70,87.80,88.05,88.05,87.75,771,78817,6952205.00,
541972,SETFSN50    ,B ,Q,417.00,420.00,408.10,416.00,416.00,412.00,12,782,324947.00,
541974,MANORAMA    ,M ,Q,955.00,955.00,934.00,934.00,934.00,943.20,17,2550,2413140.00,
541983,INNOVATIVE  ,M ,Q,7.09,7.09,6.72,7.05,7.05,7.07,15,24000,164470.00,
541988,AAVAS       ,A ,Q,2241.00,2249.10,2202.75,2208.80,2209.95,2240.65,197,1039,2310593.00,
541999,GENERAAGRI  ,X ,Q,2.15,2.15,1.95,2.14,2.14,2.05,11,2398,4780.00,
542011,GRSE        ,A ,Q,176.00,176.00,173.00,174.50,174.50,174.40,193,6675,1166471.00,
542012,AAL         ,M ,Q,106.60,109.00,106.60,109.00,109.00,106.50,3,6000,645200.00,
542019,SHUBHAM     ,M ,Q,74.00,74.00,70.00,74.00,74.00,70.50,5,48000,3396000.00,
542057,BCPL        ,B ,Q,51.60,51.60,48.00,48.95,48.95,50.55,124,10945,547716.00,
542066,ATGL        ,A ,Q,1267.15,1310.80,1266.20,1299.20,1299.20,1265.05,7248,154873,199208590.00,
542123,PHOSPHATE   ,XT,Q,56.50,56.50,56.00,56.00,56.00,57.35,2,215,12140.00,
542131,MAN50ETF    ,B ,Q,150.00,152.00,149.50,150.40,150.40,149.60,23,164,24612.00,
542141,TECHNOE     ,A ,Q,296.20,297.10,291.70,296.50,296.00,296.55,121,1209,357000.00,
542216,DALBHARAT   ,A ,Q,1547.95,1582.70,1547.95,1566.35,1560.00,1539.15,1005,4883,7665606.00,
542230,ABSLNN50ET  ,B ,Q,357.00,364.90,357.00,364.89,364.89,352.50,4,4,1443.00,
542231,NILASPACES  ,B ,Q,1.36,1.36,1.30,1.31,1.30,1.35,82,67535,89225.00,
542232,SRD         ,B ,Q,55.00,55.00,46.00,49.85,49.70,52.15,10,229,12046.00,
542233,TREJHARA    ,B ,Q,34.85,35.05,33.35,34.30,34.30,34.10,104,6077,207423.00,
542248,DECCAN      ,M ,Q,34.90,34.90,32.90,32.90,32.90,33.20,10,28800,988440.00,
542285,AXITA       ,M ,Q,38.00,38.00,33.00,35.00,35.00,38.00,35,172000,6026000.00,
542323,KPIGLOBAL   ,M ,Q,64.00,64.00,64.00,64.00,64.00,60.50,1,1600,102400.00,
542333,RPSGVENT    ,A ,Q,361.60,385.00,361.60,372.25,373.00,371.85,1044,12456,4662505.00,
542337,SPENCER     ,A ,Q,69.85,70.10,69.05,69.25,69.25,69.65,490,26686,1851724.00,
542351,GLOSTERLTD  ,X ,Q,650.00,663.45,648.00,653.20,650.50,657.05,81,1784,1159842.00,
542367,XELPMOC     ,B ,Q,278.00,307.35,277.95,307.35,307.35,279.45,1137,25637,7397672.00,
542383,RITCO       ,M ,Q,24.20,24.20,24.20,24.20,24.20,25.45,2,3200,77440.00,
542399,CHALET      ,A ,Q,140.90,145.40,139.30,143.95,143.95,140.10,1115,39860,5677880.00,
542459,KRANTI      ,M ,Q,18.70,18.70,18.50,18.50,18.50,17.55,2,6000,111600.00,
542460,ANUP        ,B ,Q,585.00,605.00,574.90,582.20,580.40,582.80,428,6384,3729679.00,
542484,ARVINDFASN  ,A ,Q,138.40,150.10,138.40,144.85,145.10,138.40,1513,69007,10092276.00,
542513,UTISXN50    ,B ,Q,41.25,41.90,39.53,39.69,39.76,40.05,25,259,10443.00,
542579,AGOL        ,M ,Q,41.50,41.50,41.00,41.40,41.50,41.85,22,41600,1724800.00,
542597,MSTC        ,A ,Q,257.55,258.10,253.20,255.15,255.15,256.90,737,19852,5075043.00,
542602,EMBASSY     ,IF,Q,318.50,320.48,316.20,316.73,316.37,320.24,134,1845000,590187302.00,
542627,CHANDNIMACH ,X ,Q,10.25,10.25,8.62,8.65,8.65,9.50,9,1206,12172.00,
542649,RVNL        ,A ,Q,28.30,29.10,28.15,28.45,28.45,28.30,3414,784223,22409070.00,
542650,METROPOLIS  ,A ,Q,2303.35,2387.95,2303.35,2345.40,2341.75,2320.30,623,4771,11208806.00,
542651,KPITTECH    ,A ,Q,203.40,210.00,201.95,204.15,204.15,202.55,3227,138993,28631493.00,
542652,POLYCAB     ,A ,Q,1426.00,1490.40,1426.00,1477.35,1470.00,1440.60,1901,20662,30020347.00,
542653,JINAAM      ,M ,Q,2.85,2.90,2.80,2.80,2.80,2.80,12,24000,68300.00,
542654,VRFILMS     ,M ,Q,76.00,76.00,76.00,76.00,76.00,80.00,2,2000,152000.00,
542655,VIKASLIFE   ,B ,Q,2.94,3.08,2.94,3.08,3.08,2.94,923,1657977,5041714.00,
542665,NEOGEN      ,A ,Q,869.70,914.15,844.00,904.50,904.50,847.80,3439,33424,29887168.00,
542669,BMW         ,X ,Q,30.25,30.50,28.50,28.75,28.75,29.65,109,5048,146811.00,
542670,ARTEMISELC  ,B ,Q,38.00,40.00,37.00,38.20,38.20,38.00,29,4170,161431.00,
542678,CHCL        ,M ,Q,14.00,14.30,13.05,13.05,13.05,13.65,13,26000,356900.00,
542679,DEL         ,X ,Q,12.45,12.45,12.45,12.45,12.45,12.45,9,1720,21414.00,
542682,HARISH      ,XT,Q,36.00,36.00,32.70,35.80,35.75,34.40,8,221,7819.00,
542684,PPL         ,B ,Q,136.80,138.40,134.00,135.70,135.00,136.55,466,9226,1259121.00,
542685,DGCONTENT   ,B ,Q,7.89,8.40,7.85,8.06,8.25,7.95,60,14001,113993.00,
542725,SBC         ,M ,Q,42.80,42.85,42.80,42.85,42.85,42.55,2,6000,256950.00,
542726,INDIAMART   ,A ,Q,7600.00,7740.85,7486.00,7682.60,7675.00,7469.00,1581,6184,47208446.00,
542727,CPML        ,M ,Q,17.00,17.50,16.75,16.75,16.75,17.50,3,12000,205000.00,
542729,DCMNVL      ,B ,Q,87.00,89.35,87.00,89.35,89.35,85.10,66,4041,359531.00,
542730,ICICIBANKN  ,B ,Q,326.00,327.29,324.00,325.34,325.34,325.59,30,217,70625.00,
542752,AFFLE       ,A ,Q,5520.00,5523.55,5248.00,5278.90,5278.90,5505.30,7399,19387,102672576.00,
542753,SEACOAST    ,X ,Q,167.85,167.85,160.00,165.95,165.80,159.90,130,72227,11896835.00,
542758,ICICIBANKP  ,B ,Q,172.99,173.99,172.18,173.99,173.99,174.55,16,49,8477.00,
542759,SPANDANA    ,A ,Q,595.10,610.00,595.05,597.45,595.05,596.15,570,6113,3671151.00,
542760,SWSOLAR     ,A ,Q,311.45,312.05,303.60,307.30,307.15,307.75,858,58349,17975276.00,
542771,NOVATEOR    ,M ,Q,6.96,7.48,6.95,7.23,6.95,7.10,13,84000,613140.00,
542772,IIFLWAM     ,A ,Q,1193.10,1214.55,1134.15,1164.50,1158.60,1181.15,290,1802,2089070.00,
542773,IIFLSEC     ,A ,Q,57.50,64.00,55.10,61.70,61.70,56.85,4417,728448,44474840.00,
542774,APMFINVEST  ,X ,Q,22.90,23.00,22.35,23.00,22.80,22.50,27,5219,119428.00,
542802,GALACTICO   ,M ,Q,57.00,57.50,57.00,57.50,57.50,56.50,4,12000,687750.00,
542804,NIESSPJ     ,B ,Q,5.80,5.80,5.80,5.80,5.80,5.80,1,5,29.00,
542808,NIESSPC     ,B ,Q,2.24,2.24,2.24,2.24,2.24,2.24,1,1,2.00,
542812,FLUOROCHEM  ,A ,Q,793.35,818.25,793.35,811.40,811.40,796.25,1303,9950,8023960.00,
542817,NIEHSPI     ,B ,Q,0.17,0.17,0.17,0.17,0.17,0.16,1,1,0.00,
542830,IRCTC       ,A ,Q,1735.00,1744.10,1716.20,1726.00,1726.00,1716.55,2114,32745,56583727.00,
542839,NIEHSPD     ,B ,Q,0.73,0.88,0.73,0.88,0.88,0.80,12,8807,7709.00,
542843,NIEHSPG     ,B ,Q,9.81,9.81,8.90,9.29,9.29,8.97,4,206,1908.00,
542844,NIEHSPH     ,B ,Q,3.00,3.00,2.52,2.58,2.80,2.79,16,574,1569.00,
542845,NIEHSPJ     ,B ,Q,9.12,10.03,9.11,10.03,10.03,9.12,7,643,6100.00,
542847,NIESSPL     ,B ,Q,1.73,1.73,1.53,1.69,1.69,1.69,14,2571,3994.00,
542850,GOBLIN      ,M ,Q,17.00,17.00,17.00,17.00,17.00,17.40,1,2000,34000.00,
542852,VISHWARAJ   ,B ,Q,125.40,127.80,123.60,127.30,127.30,126.70,392,7189,904519.00,
542857,GREENPANEL  ,B ,Q,232.00,237.00,229.65,234.30,234.30,229.50,803,18173,4226952.00,
542862,SHAHLON     ,X ,Q,91.30,92.00,87.00,89.50,89.50,88.60,112,65864,5905547.00,
542863,ABSLBANETF  ,B ,Q,325.00,330.00,325.00,329.99,329.99,329.99,8,13,4241.00,
542867,CSBBANK     ,A ,Q,263.00,265.60,258.90,261.35,261.10,263.35,366,11874,3112866.00,
542904,UJJIVANSFB  ,A ,Q,30.00,30.25,29.05,29.20,29.20,29.70,1985,487452,14345809.00,
542905,SHIL        ,A ,Q,284.60,288.60,280.45,288.10,288.25,285.45,333,2185,618090.00,
542907,PRINCEPIPE  ,A ,Q,578.90,591.45,568.00,583.20,588.00,573.05,2432,56205,32460836.00,
542909,EBBETF0430  ,F ,Q,1151.00,1154.00,1151.00,1153.91,1153.91,1148.66,38,74,85322.00,
542911,ASSAMENT    ,XT,Q,269.00,269.00,269.00,269.00,269.00,256.20,5,57,15333.00,
542918,GIANLIFE    ,M ,Q,16.50,20.00,16.50,16.50,16.50,17.80,4,24000,417000.00,
542919,ARTEMISMED  ,B ,Q,231.00,231.00,210.65,212.65,212.65,215.00,167,2994,646371.00,
542920,SUMICHEM    ,A ,Q,301.75,302.00,296.15,298.20,299.80,299.45,761,20031,5992802.00,
542921,ICICIM150   ,B ,Q,93.00,93.60,92.10,93.31,93.03,92.14,29,182,16917.00,
542922,MANXT50ETF  ,B ,Q,354.00,355.50,348.10,354.50,354.50,352.02,44,2415,851863.00,
542932,BIRLATYRES  ,B ,Q,23.85,24.25,23.60,23.85,23.85,24.00,849,53189,1269370.00,
542933,UNIVPHOTO   ,B ,Q,201.00,201.00,190.00,191.50,191.50,198.40,60,598,116537.00,
542934,CBPL        ,M ,Q,53.00,53.00,53.00,53.00,53.00,49.50,1,2000,106000.00,
542963,06AGG       ,F ,Q,5.00,5.00,5.00,5.00,5.00,4.55,20,3261,16305.00,
542967,06ARD       ,F ,Q,5.00,5.00,5.00,5.00,5.00,4.55,1,200,1000.00,
542969,06GPG       ,F ,Q,31.75,31.75,31.75,31.75,31.75,28.87,10,608,19304.00,
543064,SUVENPHAR   ,A ,Q,549.00,550.15,534.85,541.65,539.00,545.40,893,11323,6117728.00,
543066,SBICARD     ,A ,Q,968.80,989.00,968.80,975.15,975.25,965.65,7067,107437,105364596.00,
543079,07GPG       ,F ,Q,0.11,0.11,0.11,0.11,0.11,0.10,1,10,1.00,
543087,09AGG       ,F ,Q,168.00,168.00,168.00,168.00,168.00,186.66,2,2,336.00,
543121,UTMTFS2DGR  ,F ,Q,0.02,0.02,0.02,0.02,0.02,0.00,1,88,1.00,
543150,08GPG       ,B ,Q,5.47,5.47,4.49,5.47,5.47,4.98,100,15877,84083.00,
543167,10GPG       ,F ,Q,4.20,4.20,4.20,4.20,4.20,3.82,7,1083,4548.00,
543173,11DPR       ,B ,Q,0.11,0.11,0.11,0.11,0.11,0.10,1,10,1.00,
543174,11GPG       ,B ,Q,2.10,2.30,2.10,2.23,2.25,2.10,61,15789,35368.00,
543175,11MPD       ,B ,Q,2.00,2.00,1.80,2.00,2.00,1.94,22,3685,7069.00,
543176,11MPR       ,B ,Q,0.11,0.11,0.11,0.11,0.11,0.10,1,10,1.00,
543181,11AGG       ,B ,Q,12.11,14.50,12.10,12.21,12.21,13.36,47,16724,219219.00,
543186,11DPD       ,B ,Q,0.50,0.50,0.50,0.50,0.50,0.46,1,2777,1388.00,
543187,POWERINDIA  ,A ,Q,1705.00,1752.85,1677.95,1722.05,1722.05,1752.85,575,3234,5526262.00,
543210,AARTISURF   ,B ,Q,1506.00,1567.95,1442.05,1536.65,1531.50,1494.40,714,4485,6789098.00,
543212,BOROLTD     ,B ,Q,209.65,234.90,206.80,228.30,227.00,208.95,3238,137488,30761663.00,
